x_values energy_values
2.497297297297297103e+00 1.492087076394330358e+00
2.500900900900900670e+00 1.475585629605673743e+00
2.504504504504504236e+00 1.459316096940277863e+00
2.508108108108108247e+00 1.443271604165108579e+00
2.511711711711711814e+00 1.427445581629809945e+00
2.515315315315315381e+00 1.411831746415005417e+00
2.518918918918918948e+00 1.396424085773150470e+00
2.522522522522522515e+00 1.381216841751302882e+00
2.526126126126126081e+00 1.366204496895727205e+00
2.529729729729729648e+00 1.351381760948243027e+00
2.533333333333333215e+00 1.336743558452642144e+00
2.536936936936936782e+00 1.322285017197541324e+00
2.540540540540540349e+00 1.308001457428598746e+00
2.544144144144143915e+00 1.293888381769380924e+00
2.547747747747747482e+00 1.279941465795716216e+00
2.551351351351351493e+00 1.266156549213202975e+00
2.554954954954955060e+00 1.252529627592122941e+00
2.558558558558558627e+00 1.239056844617857811e+00
2.562162162162162193e+00 1.225734484818807868e+00
2.565765765765765760e+00 1.212558966736748456e+00
2.569369369369369327e+00 1.199526836507634142e+00
2.572972972972972894e+00 1.186634761823709194e+00
2.576576576576576461e+00 1.173879526249851146e+00
2.580180180180180027e+00 1.161258023869556011e+00
2.583783783783783594e+00 1.148767254237775592e+00
2.587387387387387161e+00 1.136404317619777560e+00
2.590990990990990728e+00 1.124166410496705959e+00
2.594594594594594739e+00 1.112050821320079486e+00
2.598198198198198305e+00 1.100054926498904351e+00
2.601801801801801872e+00 1.088176186604092655e+00
2.605405405405405439e+00 1.076412142776387526e+00
2.609009009009009006e+00 1.064760413324652211e+00
2.612612612612612573e+00 1.053218690502575550e+00
2.616216216216216139e+00 1.041784737452703613e+00
2.619819819819819706e+00 1.030456385307378708e+00
2.623423423423423273e+00 1.019231530437032962e+00
2.627027027027026840e+00 1.008108131836973564e+00
2.630630630630630407e+00 9.970842086442354146e-01
2.634234234234233973e+00 9.861578377769171233e-01
2.637837837837837984e+00 9.753271516887516146e-01
2.641441441441441551e+00 9.645903362321693875e-01
2.645045045045045118e+00 9.539456286237290028e-01
2.648648648648648685e+00 9.433913155059144851e-01
2.652252252252252251e+00 9.329257310999935493e-01
2.655855855855855818e+00 9.225472554447978757e-01
2.659459459459459385e+00 9.122543127166030663e-01
2.663063063063062952e+00 9.020453696257518805e-01
2.666666666666666519e+00 8.919189338857849148e-01
2.670270270270270085e+00 8.818735527511550876e-01
2.673873873873873652e+00 8.719078116199326933e-01
2.677477477477477219e+00 8.620203326979762881e-01
2.681081081081081230e+00 8.522097737213835122e-01
2.684684684684684797e+00 8.424748267342199171e-01
2.688288288288288364e+00 8.328142169185871468e-01
2.691891891891891930e+00 8.232267014744480971e-01
2.695495495495495497e+00 8.137110685466112381e-01
2.699099099099099064e+00 8.042661361965849354e-01
2.702702702702702631e+00 7.948907514169536448e-01
2.706306306306306197e+00 7.855837891862934574e-01
2.709909909909909764e+00 7.763441515625482126e-01
2.713513513513513331e+00 7.671707668130340885e-01
2.717117117117116898e+00 7.580625885793356167e-01
2.720720720720720465e+00 7.490185950753344146e-01
2.724324324324324476e+00 7.400377883169044768e-01
2.727927927927928042e+00 7.311191933817158262e-01
2.731531531531531609e+00 7.222618576977487548e-01
2.735135135135135176e+00 7.134648503592055935e-01
2.738738738738738743e+00 7.047272614685567982e-01
2.742342342342342310e+00 6.960482015035132086e-01
2.745945945945945876e+00 6.874268007078151443e-01
2.749549549549549443e+00 6.788622085047528731e-01
2.753153153153153010e+00 6.703535929324017095e-01
2.756756756756756577e+00 6.619001400996604723e-01
2.760360360360360144e+00 6.535010536620728949e-01
2.763963963963963710e+00 6.451555543166974660e-01
2.767567567567567721e+00 6.368628793150880041e-01
2.771171171171171288e+00 6.286222819937061779e-01
2.774774774774774855e+00 6.204330313209177605e-01
2.778378378378378422e+00 6.122944114599691012e-01
2.781981981981981988e+00 6.042057213472101784e-01
2.785585585585585555e+00 5.961662742849378471e-01
2.789189189189189122e+00 5.881753975482736374e-01
2.792792792792792689e+00 5.802324320054690343e-01
2.796396396396396256e+00 5.723367317511254271e-01
2.799999999999999822e+00 5.644876637517509677e-01
2.803603603603603389e+00 5.566846075032211294e-01
2.807207207207206956e+00 5.489269546996129456e-01
2.810810810810810967e+00 5.412141089129816063e-01
2.814414414414414534e+00 5.335454852836627460e-01
2.818018018018018100e+00 5.259205102206365723e-01
2.821621621621621667e+00 5.183386211116368658e-01
2.825225225225225234e+00 5.107992660425435538e-01
2.828828828828828801e+00 5.033019035257754181e-01
2.832432432432432368e+00 4.958460022372956355e-01
2.836036036036035934e+00 4.884310407618871475e-01
2.839639639639639501e+00 4.810565073464652119e-01
2.843243243243243068e+00 4.737218996610185195e-01
2.846846846846846635e+00 4.664267245669842521e-01
2.850450450450450202e+00 4.591704978927197423e-01
2.854054054054054212e+00 4.519527442158599029e-01
2.857657657657657779e+00 4.447729966522603884e-01
2.861261261261261346e+00 4.376307966513192094e-01
2.864864864864864913e+00 4.305256937974453746e-01
2.868468468468468480e+00 4.234572456174249822e-01
2.872072072072072046e+00 4.164250173935221677e-01
2.875675675675675613e+00 4.094285819820527306e-01
2.879279279279279180e+00 4.024675196372937136e-01
2.882882882882882747e+00 3.955414178405012304e-01
2.886486486486486314e+00 3.886498711338847722e-01
2.890090090090089880e+00 3.817924809593432611e-01
2.893693693693693447e+00 3.749688555018173552e-01
2.897297297297297458e+00 3.681786095370917500e-01
2.900900900900901025e+00 3.614213642839047003e-01
2.904504504504504592e+00 3.546967472601964544e-01
2.908108108108108159e+00 3.480043921433780829e-01
2.911711711711711725e+00 3.413439386344891413e-01
2.915315315315315292e+00 3.347150323261014471e-01
2.918918918918918859e+00 3.281173245738324695e-01
2.922522522522522426e+00 3.215504723713944468e-01
2.926126126126125992e+00 3.150141382290237435e-01
2.929729729729729559e+00 3.085079900551759846e-01
2.933333333333333126e+00 3.020317010414273473e-01
2.936936936936936693e+00 2.955849495504210278e-01
2.940540540540540704e+00 2.891674190068038719e-01
2.944144144144144271e+00 2.827787977910565242e-01
2.947747747747747837e+00 2.764187791360697144e-01
2.951351351351351404e+00 2.700870610264718974e-01
2.954954954954954971e+00 2.637833461005392177e-01
2.958558558558558538e+00 2.575073415546502709e-01
2.962162162162162105e+00 2.512587590502160517e-01
2.965765765765765671e+00 2.450373146229455623e-01
2.969369369369369238e+00 2.388427285944694223e-01
2.972972972972972805e+00 2.326747254861757097e-01
2.976576576576576372e+00 2.265330339352020494e-01
2.980180180180179939e+00 2.204173866125665737e-01
2.983783783783783949e+00 2.143275201433036958e-01
2.987387387387387516e+00 2.082631750286100258e-01
2.990990990990991083e+00 2.022240955698807185e-01
2.994594594594594650e+00 1.962100297946351712e-01
2.998198198198198217e+00 1.902207293842438640e-01
3.001801801801801783e+00 1.842559496033971400e-01
3.005405405405405350e+00 1.783154492313000494e-01
3.009009009009008917e+00 1.723989904945093243e-01
3.012612612612612484e+00 1.665063390013822864e-01
3.016216216216216051e+00 1.606372636780835916e-01
3.019819819819819617e+00 1.547915367061042935e-01
3.023423423423423184e+00 1.489689334612799565e-01
3.027027027027027195e+00 1.431692324541957995e-01
3.030630630630630762e+00 1.373922152720329637e-01
3.034234234234234329e+00 1.316376665217242892e-01
3.037837837837837895e+00 1.259053737744495749e-01
3.041441441441441462e+00 1.201951275114073459e-01
3.045045045045045029e+00 1.145067210708134581e-01
3.048648648648648596e+00 1.088399505961336472e-01
3.052252252252252163e+00 1.031946149854623129e-01
3.055855855855855729e+00 9.757051584207428185e-02
3.059459459459459296e+00 9.196745742605845486e-02
3.063063063063062863e+00 8.638524660706264902e-02
3.066666666666666430e+00 8.082369281807844086e-02
3.070270270270270441e+00 7.528260801023553550e-02
3.073873873873874008e+00 6.976180660863397220e-02
3.077477477477477574e+00 6.426110546909906407e-02
3.081081081081081141e+00 5.878032383592775995e-02
3.084684684684684708e+00 5.331928330051674547e-02
3.088288288288288275e+00 4.787780776091767054e-02
3.091891891891891841e+00 4.245572338224481990e-02
3.095495495495495408e+00 3.705285855794206162e-02
3.099099099099098975e+00 3.166904387188956838e-02
3.102702702702702542e+00 2.630411206128638324e-02
3.106306306306306109e+00 2.095789798035841561e-02
3.109909909909909675e+00 1.563023856480213677e-02
3.113513513513513686e+00 1.032097279699405179e-02
3.117117117117117253e+00 5.029941671926428139e-03
3.120720720720720820e+00 -2.430118361633806768e-04
3.124324324324324387e+00 -5.498042806445388626e-03
3.127927927927927954e+00 -1.073530440349756108e-02
3.131531531531531520e+00 -1.595494790863479992e-02
3.135135135135135087e+00 -2.115712275059090583e-02
3.138738738738738654e+00 -2.634197653560185759e-02
3.142342342342342221e+00 -3.150965507684107270e-02
3.145945945945945788e+00 -3.666030242328278260e-02
3.149549549549549354e+00 -4.179406088798653940e-02
3.153153153153152921e+00 -4.691107107578972035e-02
3.156756756756756932e+00 -5.201147191047891111e-02
3.160360360360360499e+00 -5.709540066139442288e-02
3.163963963963964066e+00 -6.216299296951719594e-02
3.167567567567567632e+00 -6.721438287304740133e-02
3.171171171171171199e+00 -7.224970283246981428e-02
3.174774774774774766e+00 -7.726908375513164007e-02
3.178378378378378333e+00 -8.227265501934766245e-02
3.181981981981981900e+00 -8.726054449802407575e-02
3.185585585585585466e+00 -9.223287858183838728e-02
3.189189189189189033e+00 -9.718978220196512752e-02
3.192792792792792600e+00 -1.021313788523673799e-01
3.196396396396396167e+00 -1.070577906116660372e-01
3.199999999999999734e+00 -1.119691381645808309e-01
3.203603603603603744e+00 -1.168655408229840181e-01
3.207207207207207311e+00 -1.217471165465373040e-01
3.210810810810810878e+00 -1.266139819629528152e-01
3.214414414414414445e+00 -1.314662523878639133e-01
3.218018018018018012e+00 -1.363040418443410562e-01
3.221621621621621578e+00 -1.411274630820286979e-01
3.225225225225225145e+00 -1.459366275959305681e-01
3.228828828828828712e+00 -1.507316456448590525e-01
3.232432432432432279e+00 -1.555126262695318839e-01
3.236036036036035846e+00 -1.602796773103446204e-01
3.239639639639639412e+00 -1.650329054248201033e-01
3.243243243243242979e+00 -1.697724161047309832e-01
3.246846846846846990e+00 -1.744983136929291467e-01
3.250450450450450557e+00 -1.792107013998483489e-01
3.254054054054054124e+00 -1.839096813197356184e-01
3.257657657657657690e+00 -1.885953544465718834e-01
3.261261261261261257e+00 -1.932678206897203710e-01
3.264864864864864824e+00 -1.979271788892860984e-01
3.268468468468468391e+00 -2.025735268312175985e-01
3.272072072072071958e+00 -2.072069612621281476e-01
3.275675675675675524e+00 -2.118275779038662487e-01
3.279279279279279091e+00 -2.164354714678241864e-01
3.282882882882882658e+00 -2.210307356689990566e-01
3.286486486486486225e+00 -2.256134632398144602e-01
3.290090090090090236e+00 -2.301837459436913147e-01
3.293693693693693803e+00 -2.347416745883951772e-01
3.297297297297297369e+00 -2.392873390391451749e-01
3.300900900900900936e+00 -2.438208282315114661e-01
3.304504504504504503e+00 -2.483422301840688406e-01
3.308108108108108070e+00 -2.528516320108630255e-01
3.311711711711711636e+00 -2.573491199336423452e-01
3.315315315315315203e+00 -2.618347792938965357e-01
3.318918918918918770e+00 -2.663086945646861992e-01
3.322522522522522337e+00 -2.707709493622718067e-01
3.326126126126125904e+00 -2.752216264575640392e-01
3.329729729729729470e+00 -2.796608077873534159e-01
3.333333333333333481e+00 -2.840885744653809941e-01
3.336936936936937048e+00 -2.885050067932152795e-01
3.340540540540540615e+00 -2.929101842709453396e-01
3.344144144144144182e+00 -2.973041856077071610e-01
3.347747747747747749e+00 -3.016870887320252104e-01
3.351351351351351315e+00 -3.060589708020028943e-01
3.354954954954954882e+00 -3.104199082153239475e-01
3.358558558558558449e+00 -3.147699766191165982e-01
3.362162162162162016e+00 -3.191092509196350457e-01
3.365765765765765583e+00 -3.234378052918011615e-01
3.369369369369369149e+00 -3.277557131885820985e-01
3.372972972972972716e+00 -3.320630473502337310e-01
3.376576576576576727e+00 -3.363598798133706214e-01
3.380180180180180294e+00 -3.406462819199149172e-01
3.383783783783783861e+00 -3.449223243258941474e-01
3.387387387387387427e+00 -3.491880770101012388e-01
3.390990990990990994e+00 -3.534436092826144793e-01
3.394594594594594561e+00 -3.576889897931881390e-01
3.398198198198198128e+00 -3.619242865395108089e-01
3.401801801801801695e+00 -3.661495668753335653e-01
3.405405405405405261e+00 -3.703648975184767878e-01
3.409009009009008828e+00 -3.745703445586982538e-01
3.412612612612612395e+00 -3.787659734654574839e-01
3.416216216216215962e+00 -3.829518490955567955e-01
3.419819819819819973e+00 -3.871280357006471329e-01
3.423423423423423539e+00 -3.912945969346500186e-01
3.427027027027027106e+00 -3.954515958610316795e-01
3.430630630630630673e+00 -3.995990949600000119e-01
3.434234234234234240e+00 -4.037371561355655447e-01
3.437837837837837807e+00 -4.078658407225104754e-01
3.441441441441441373e+00 -4.119852094932453523e-01
3.445045045045044940e+00 -4.160953226645711656e-01
3.448648648648648507e+00 -4.201962399043301377e-01
3.452252252252252074e+00 -4.242880203379652548e-01
3.455855855855855641e+00 -4.283707225549734932e-01
3.459459459459459207e+00 -4.324444046152801091e-01
3.463063063063063218e+00 -4.365091240554906937e-01
3.466666666666666785e+00 -4.405649378950801665e-01
3.470270270270270352e+00 -4.446119026424725784e-01
3.473873873873873919e+00 -4.486500743010410908e-01
3.477477477477477485e+00 -4.526795083750060344e-01
3.481081081081081052e+00 -4.567002598752729070e-01
3.484684684684684619e+00 -4.607123833251575151e-01
3.488288288288288186e+00 -4.647159327660414507e-01
3.491891891891891753e+00 -4.687109617629517944e-01
3.495495495495495319e+00 -4.726975234100480039e-01
3.499099099099098886e+00 -4.766756703360365832e-01
3.502702702702702453e+00 -4.806454547095052043e-01
3.506306306306306464e+00 -4.846069282441892168e-01
3.509909909909910031e+00 -4.885601422041446207e-01
3.513513513513513598e+00 -4.925051474088769643e-01
3.517117117117117164e+00 -4.964419942383598849e-01
3.520720720720720731e+00 -5.003707326380184561e-01
3.524324324324324298e+00 -5.042914121236211633e-01
3.527927927927927865e+00 -5.082040817861104287e-01
3.531531531531531432e+00 -5.121087902963605831e-01
3.535135135135134998e+00 -5.160055859098774400e-01
3.538738738738738565e+00 -5.198945164714305900e-01
3.542342342342342132e+00 -5.237756294196083129e-01
3.545945945945945699e+00 -5.276489717913338540e-01
3.549549549549549710e+00 -5.315145902262946587e-01
3.553153153153153276e+00 -5.353725309713267544e-01
3.556756756756756843e+00 -5.392228398847345172e-01
3.560360360360360410e+00 -5.430655624405442694e-01
3.563963963963963977e+00 -5.469007437327205734e-01
3.567567567567567544e+00 -5.507284284792947071e-01
3.571171171171171110e+00 -5.545486610264632743e-01
3.574774774774774677e+00 -5.583614853526180921e-01
3.578378378378378244e+00 -5.621669450723235650e-01
3.581981981981981811e+00 -5.659650834402508712e-01
3.585585585585585378e+00 -5.697559433550343222e-01
3.589189189189188944e+00 -5.735395673631105140e-01
3.592792792792792955e+00 -5.773159976624773204e-01
3.596396396396396522e+00 -5.810852761064119187e-01
3.600000000000000089e+00 -5.848474442071487367e-01
3.603603603603603656e+00 -5.886025431394977803e-01
3.607207207207207222e+00 -5.923506137444148889e-01
3.610810810810810789e+00 -5.960916965325369077e-01
3.614414414414414356e+00 -5.998258316876535767e-01
3.618018018018017923e+00 -6.035530590701486675e-01
3.621621621621621490e+00 -6.072734182203869402e-01
3.625225225225225056e+00 -6.109869483620617991e-01
3.628828828828828623e+00 -6.146936884054938766e-01
3.632432432432432190e+00 -6.183936769508991960e-01
3.636036036036036201e+00 -6.220869522915978278e-01
3.639639639639639768e+00 -6.257735524171950114e-01
3.643243243243243334e+00 -6.294535150167138715e-01
3.646846846846846901e+00 -6.331268774816923850e-01
3.650450450450450468e+00 -6.367936769092392701e-01
3.654054054054054035e+00 -6.404539501050479089e-01
3.657657657657657602e+00 -6.441077335863769626e-01
3.661261261261261168e+00 -6.477550635849904648e-01
3.664864864864864735e+00 -6.513959760500579455e-01
3.668468468468468302e+00 -6.550305066510263563e-01
3.672072072072071869e+00 -6.586586907804448110e-01
3.675675675675675436e+00 -6.622805635567626803e-01
3.679279279279279447e+00 -6.658961598270912718e-01
3.682882882882883013e+00 -6.695055141699222112e-01
3.686486486486486580e+00 -6.731086608978265051e-01
3.690090090090090147e+00 -6.767056340601074194e-01
3.693693693693693714e+00 -6.802964674454284877e-01
3.697297297297297280e+00 -6.838811945844035511e-01
3.700900900900900847e+00 -6.874598487521582646e-01
3.704504504504504414e+00 -6.910324629708616273e-01
3.708108108108107981e+00 -6.945990700122143258e-01
3.711711711711711548e+00 -6.981597023999317475e-01
3.715315315315315114e+00 -7.017143924121668208e-01
3.718918918918918681e+00 -7.052631720839233065e-01
3.722522522522522692e+00 -7.088060732094362271e-01
3.726126126126126259e+00 -7.123431273445169909e-01
3.729729729729729826e+00 -7.158743658088742023e-01
3.733333333333333393e+00 -7.193998196884094920e-01
3.736936936936936959e+00 -7.229195198374840370e-01
3.740540540540540526e+00 -7.264334968811492210e-01
3.744144144144144093e+00 -7.299417812173656372e-01
3.747747747747747660e+00 -7.334444030191866748e-01
3.751351351351351227e+00 -7.369413922369101311e-01
3.754954954954954793e+00 -7.404327786002232736e-01
3.758558558558558360e+00 -7.439185916202977200e-01
3.762162162162161927e+00 -7.473988605918825412e-01
3.765765765765765938e+00 -7.508736145953571750e-01
3.769369369369369505e+00 -7.543428824987681303e-01
3.772972972972973071e+00 -7.578066929598356039e-01
3.776576576576576638e+00 -7.612650744279416681e-01
3.780180180180180205e+00 -7.647180551460966980e-01
3.783783783783783772e+00 -7.681656631528723800e-01
3.787387387387387339e+00 -7.716079262843272835e-01
3.790990990990990905e+00 -7.750448721758980142e-01
3.794594594594594472e+00 -7.784765282642743811e-01
3.798198198198198039e+00 -7.819029217892465855e-01
3.801801801801801606e+00 -7.853240797955429731e-01
3.805405405405405173e+00 -7.887400291346330361e-01
3.809009009009009183e+00 -7.921507964665229773e-01
3.812612612612612750e+00 -7.955564082615149690e-01
3.816216216216216317e+00 -7.989568908019624160e-01
3.819819819819819884e+00 -8.023522701839924665e-01
3.823423423423423451e+00 -8.057425723192199740e-01
3.827027027027027017e+00 -8.091278229364327057e-01
3.830630630630630584e+00 -8.125080475832600069e-01
3.834234234234234151e+00 -8.158832716278269226e-01
3.837837837837837718e+00 -8.192535202603840050e-01
3.841441441441441285e+00 -8.226188184949242421e-01
3.845045045045044851e+00 -8.259791911707757839e-01
3.848648648648648418e+00 -8.293346629541783477e-01
3.852252252252252429e+00 -8.326852583398489660e-01
3.855855855855855996e+00 -8.360310016525227539e-01
3.859459459459459563e+00 -8.393719170484756908e-01
3.863063063063063129e+00 -8.427080285170359675e-01
3.866666666666666696e+00 -8.460393598820763472e-01
3.870270270270270263e+00 -8.493659348034897638e-01
3.873873873873873830e+00 -8.526877767786454898e-01
3.877477477477477397e+00 -8.560049091438355351e-01
3.881081081081080963e+00 -8.593173550757050583e-01
3.884684684684684530e+00 -8.626251375926552445e-01
3.888288288288288097e+00 -8.659282795562488477e-01
3.891891891891891664e+00 -8.692268036725842029e-01
3.895495495495495675e+00 -8.725207324936672393e-01
3.899099099099099242e+00 -8.758100884187576263e-01
3.902702702702702808e+00 -8.790948936957077020e-01
3.906306306306306375e+00 -8.823751704222874137e-01
3.909909909909909942e+00 -8.856509405474872754e-01
3.913513513513513509e+00 -8.889222258728129988e-01
3.917117117117117076e+00 -8.921890480535699108e-01
3.920720720720720642e+00 -8.954514286001215018e-01
3.924324324324324209e+00 -8.987093888791519714e-01
3.927927927927927776e+00 -9.019629501148949124e-01
3.931531531531531343e+00 -9.052121333903691003e-01
3.935135135135134909e+00 -9.084569596485806420e-01
3.938738738738738920e+00 -9.116974496937364503e-01
3.942342342342342487e+00 -9.149336241924184154e-01
3.945945945945946054e+00 -9.181655036747687904e-01
3.949549549549549621e+00 -9.213931085356470430e-01
3.953153153153153188e+00 -9.246164590357798252e-01
3.956756756756756754e+00 -9.278355753029029485e-01
3.960360360360360321e+00 -9.310504773328852623e-01
3.963963963963963888e+00 -9.342611849908442068e-01
3.967567567567567455e+00 -9.374677180122458209e-01
3.971171171171171022e+00 -9.406700960040009774e-01
3.974774774774774588e+00 -9.438683384455395231e-01
3.978378378378378155e+00 -9.470624646898876398e-01
3.981981981981982166e+00 -9.502524939647167823e-01
3.985585585585585733e+00 -9.534384453733939502e-01
3.989189189189189300e+00 -9.566203378960196346e-01
3.992792792792792866e+00 -9.597981903904523326e-01
3.996396396396396433e+00 -9.629720215933236238e-01
4.000000000000000000e+00 -9.661418501210384813e-01
